,smiles,pH,logP
1832,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,5.27,0.98
1833,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,5.98,0.98
1834,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,6.18,0.98
1835,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,6.47,0.98
1836,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,6.84,0.98
1837,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,8.2535,0.98
1838,N=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,7.0,-1.89
1839,N=c1[nH]c(=O)c2ncn(COC(CO)CO)c2[nH]1,7.0,-1.66
1840,N=c1[nH]c(=O)c2ncn(COC(CO)CO)c2[nH]1,8.0,-1.66
1841,N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,7.4,-1.56
1842,N=c1[nH]c(N)ccc1N=Nc1ccccc1,4.4,1.73
1843,N=c1[nH]c(N)ccc1N=Nc1ccccc1,4.46,1.73
1844,N=c1[nH]c(N)ccc1N=Nc1ccccc1,4.78,1.73
1845,N=c1[nH]c(N)ccc1N=Nc1ccccc1,5.37,1.73
1846,N=c1[nH]c(SCC(=O)N(CCO)CCO)nc2sc3c(c12)CCCC3,10.5,3.2
1847,N=c1[nH]c2nc3[nH]c(=N)sc3cc2s1,10.0,1.56
1848,N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,2.8,0.3
1849,NC(=O)C(C(=O)/C=C/c1ccc(Cl)cc1)=C1SCS1,6.5,3.64
1850,NC(=O)C1CCN(C(=O)c2ccc3c(=O)n(Cc4ccco4)c(SCC(=O)c4ccccc4)nc3c2)CC1,5.0,5.31
1851,NC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,-1.14
1852,NC(=O)CC(N)C(=O)O,7.0,-3.41
1853,NC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,7.0,-1.03
1854,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,1.8,2.97
1855,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,2.3,2.97
1856,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,2.8,2.97
1857,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,3.5,2.97
1858,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.1,2.97
1859,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.9,2.97
1860,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,6.0,2.97
1861,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,6.9,2.97
1862,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,8.0,2.97
1863,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,9.9,2.97
1864,NC(=O)c1cc(-n2c(O)c3c(c2O)CC=CC3)ccc1N1CCCCC1,10.0,3.68
1865,NC(=O)c1cc(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(N)=O)c1,5.0,3.87
1866,NC(=O)c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4,1.1
1867,NC(C=O)C(O)NC(Cc1ccccc1)C(=O)O,7.0,-0.79
1868,NC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,7.0,-1.14
1869,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,7.0,-0.27
1870,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,7.0,-1.13
1871,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,-0.47
1872,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,7.06,-0.52
1873,NC(Cc1ccc(O)c(O)c1)C(=O)O,7.4,-2.74
1874,NC(Cc1ccc(O)c(O)c1)C(=O)OCc1ccccc1,7.4,1.06
1875,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,7.0,-1.25
1876,NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,7.0,-1.87
1877,NC(Cc1ccc(O)cc1)C(=O)O,7.0,-2.26
1878,NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,7.0,-1.36
1879,NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,2.0,0.65
1880,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)O,10.0,1.0
1881,NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,7.0,-1.68
1882,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,1.63
1883,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,-0.02
1884,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,7.0,0.17
1885,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,-0.85
1886,NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,7.0,-1.51
1887,NC(Cc1ccccc1)C(=O)NCC(=O)O,7.0,-0.5
1888,NC(Cc1ccccc1)C(=O)O.NCCCCC(N)C(=O)O,13.0,0.14
1889,NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O,10.0,-0.92
1890,NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,-1.33
1891,NCC(=O)NC(Cc1ccccc1)C(=O)[O-],7.0,-0.56
1892,NCCc1ccc(O)c(O)c1,7.4,-2.0
1893,NCCc1ccc(O)cc1,10.0,-2.12
1894,NN=c1c(F)c(F)[nH]c(F)c1F,7.0,0.86
1895,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1.22,2.56
1896,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.53,2.56
1897,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,3.0,2.56
1898,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,3.57,2.56
1899,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,4.0,2.56
1900,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,4.34,2.56
1901,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,4.6,2.56
1902,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.08,2.56
1903,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.28,2.56
1904,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.7711,2.56
1905,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,6.5,-0.24
1906,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.0,-0.07
1907,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,3.0,-0.07
1908,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,4.0,-0.07
1909,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,4.56,-0.07
1910,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,6.0,-0.07
1911,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,6.5,-0.07
1912,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,8.0,-0.07
1913,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,8.55,-0.07
1914,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,9.08,-0.07
1915,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,7.4,0.91
1916,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,7.4,-0.2
1917,NS(=O)(=O)c1cc2c(s1)C(O)CCS2,7.4,0.48
1918,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,7.4,-0.59
1919,NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,7.4,-0.7
1920,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,7.4,-0.44
1921,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,7.4,-0.04
1922,NS(=O)(=O)c1cc2c(s1)SCCC2=O,7.4,0.74
1923,NS(=O)(=O)c1cc2c(s1)SCCC2O,7.4,0.68
1924,NS(=O)(=O)c1nc2ccc(Cl)cc2s1,7.2,2.1
1925,NS(=O)(=O)c1nc2ccc(O)cc2s1,7.2,1.13
1926,NS(=O)(=O)c1nc2ccccc2s1,7.2,1.33
1927,Nc1c(S(=O)(=O)O)ccc2ccccc12,1.9387,-0.97
1928,Nc1c(S(=O)(=O)O)ccc2ccccc12,2.9846,-0.97
1929,Nc1ccc(-c2nc3ccc(Br)cc3s2)cc1,7.2,2.9
1930,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,7.2,0.66
1931,Nc1ccc(-c2nc3ccccc3s2)cc1,7.2,2.0
1932,Nc1ccc(S(=O)(=O)N=c2[nH]cccc2Cl)cc1,7.0,0.82
1933,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,4.61,0.05
1934,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,4.9,0.05
1935,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,5.8,0.05
1936,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,5.89,0.05
1937,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,5.9,0.05
1938,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.08,0.05
1939,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.12,0.05
1940,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.17,0.05
1941,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.26,0.05
1942,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.32,0.05
1943,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.33,0.05
1944,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.48,0.05
1945,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.49,0.05
1946,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.5,0.05
1947,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.67,0.05
1948,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.72,0.05
1949,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.75,0.05
1950,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.85,0.05
1951,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.87,0.05
1952,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.88,0.05
1953,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,6.9,0.05
1954,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.01,0.05
1955,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.02,0.05
1956,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.06,0.05
1957,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.07,0.05
1958,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.08,0.05
1959,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.1,0.05
1960,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.12,0.05
1961,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.19,0.05
1962,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.23,0.05
1963,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.25,0.05
1964,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.28,0.05
1965,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.3,0.05
1966,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.32,0.05
1967,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.35,0.05
1968,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.38,0.05
1969,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.4,0.05
1970,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.44,0.05
1971,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.51,0.05
1972,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.59,0.05
1973,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.61,0.05
1974,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.64,0.05
1975,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.68,0.05
1976,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.71,0.05
1977,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.78,0.05
1978,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.79,0.05
1979,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.81,0.05
1980,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.89,0.05
1981,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.9,0.05
1982,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,8.06,0.05
1983,Nc1ccc(S(=O)(=O)N=c2cc[nH]n2-c2ccccc2)cc1,1.17,1.52
1984,Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,5.1,0.35
1985,Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,7.25,0.35
1986,Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,7.81,0.35
1987,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,1.55,-0.09
1988,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,1.89,-0.09
1989,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,2.31,-0.09
1990,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,2.69,-0.09
1991,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,3.06,-0.09
1992,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,4.8,-0.09
1993,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,4.89,-0.09
1994,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,5.24,-0.09
1995,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,5.25,-0.09
1996,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,5.41,-0.09
1997,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,5.5,-0.09
1998,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,5.7,-0.09
1999,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,5.73,-0.09
2000,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.0,-0.09
2001,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.01,-0.09
2002,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.11,-0.09
2003,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.12,-0.09
2004,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.35,-0.09
2005,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.37,-0.09
2006,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.38,-0.09
2007,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.4,-0.09
2008,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.5,-0.09
2009,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.55,-0.09
2010,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.8,-0.09
2011,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.82,-0.09
2012,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.87,-0.09
2013,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.89,-0.09
2014,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.9,-0.09
2015,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.92,-0.09
2016,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.93,-0.09
2017,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.2,-0.09
2018,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.23,-0.09
2019,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.3,-0.09
2020,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.32,-0.09
2021,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.4,-0.09
2022,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.44,-0.09
2023,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.5,-0.09
2024,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.56,-0.09
2025,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.6,-0.09
2026,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.67,-0.09
2027,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.85,-0.09
2028,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,7.94,-0.09
2029,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,8.0,-0.09
2030,Nc1ccc(S(N)(=O)=O)cc1,4.9,-0.62
2031,Nc1ccc(S(N)(=O)=O)cc1,5.9,-0.62
2032,Nc1ccc(S(N)(=O)=O)cc1,6.9,-0.62
2033,Nc1ccc(S(N)(=O)=O)cc1,7.1,-0.62
2034,Nc1ccc(S(N)(=O)=O)cc1,7.4,-0.62
2035,Nc1ccc(S(N)(=O)=O)cc1,7.5,-0.62
2036,Nc1ccc2ccccc2c1S(=O)(=O)O,2.1277,-1.16
2037,Nc1cccc2c1C(=O)N(C(=O)c1cc(-c3ccccc3Cl)nc3ccccc13)C2=O,10.5,4.63
2038,Nc1ccccc1CCOCCS(=O)(=O)CCCNCCc1ccc(O)c2[nH]c(=O)sc12,7.4,1.17
2039,Nc1ccccc1Nc1ccccc1,10.0,2.67
2040,Nc1cnn(-c2ccccc2)c(=O)c1Cl,7.0,1.19
2041,Nn1c(COc2ccccc2)nnc1SC(F)F,7.3,1.85
2042,Nn1c(SCC(=O)Nc2ccccc2-c2ccccc2)nnc1-c1ccc(OC(F)F)cc1,5.0,4.85
2043,O=C(/C=C/c1ccc2c(c1)OCO2)NCCCCNC(=O)/C=C/c1ccc2c(c1)OCO2,5.0,4.59
2044,O=C(/C=C/c1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCO2,2.0,3.72
2045,O=C(/C=C/c1ccccc1)Nc1ccc(N2CCN(C(=O)c3cccs3)CC2)cc1,7.0,4.94
2046,O=C(/C=C/c1ccccc1)Nc1cccc(NC(=O)c2cccc(Cl)c2)c1,5.0,5.53
2047,O=C(/C=C/c1cccs1)Nc1ccc(I)cc1,2.0,4.67
2048,O=C(C1CCCO1)N1CCN(C(=S)Nc2ccc(Oc3ccccc3)cc2)CC1,6.5,4.18
2049,O=C(C=Cc1ccco1)Nc1ccccc1NC(=O)/C=C/c1ccco1,2.0,3.79
2050,O=C(CC=Nc1cccc(C(F)(F)F)c1)c1ccc(Br)cc1,5.0,5.65
2051,O=C(CCCCCN1C(=O)/C(=C\c2cccs2)SC1=S)N1CCOCC1,6.5,4.92
2052,O=C(CCCCCNCCc1ccc(O)c2[nH]c(=O)sc12)NCCc1ccccc1,7.4,1.29
2053,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.98,3.36
2054,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.11,3.36
2055,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.29,3.36
2056,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.65,3.36
2057,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.0,3.36
2058,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.5,4.3
2059,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,7.15,3.36
2060,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,7.28,3.36
2061,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,7.34,3.36
2062,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,9.45,3.36
2063,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,11.02,3.36
2064,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,11.42,3.36
2065,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,11.94,3.36
2066,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,12.46,3.36
2067,O=C(CCCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,7.4,1.55
2068,O=C(CCOCCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,7.4,1.91
2069,O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,7.4,1.34
2070,O=C(CN1C(=O)/C(=C2\SC(=S)N(Cc3ccco3)C2=O)c2ccccc21)Nc1ccc(F)cc1,6.5,6.36
2071,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,5.0,4.73
2072,O=C(COC(=O)/C=C/c1ccc(F)cc1)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,2.0,5.08
2073,O=C(COC(=O)c1cccc(N2C(=O)c3ccccc3C2=O)c1)c1ccc(F)cc1,5.0,4.68
2074,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1)Nc1ccc(F)c(F)c1F,5.0,5.31
2075,O=C(COC(=O)c1ccccc1F)Nc1ccccc1,5.0,3.18
2076,O=C(COc1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,5.0,4.47
2077,O=C(COc1nnc(SCC(=O)c2ccc3c(c2)OCCO3)n1C1Cc2ccccc2C1)c1ccc(F)cc1,6.5,5.47
2078,O=C(CS(=O)(=O)Cc1ccccc1)Nc1ccc2c(c1)OCCO2,5.0,3.19
2079,O=C(CSc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1)NC1CCCCC1,6.5,4.92
2080,O=C(CSc1nc2ccccc2s1)c1cccs1,5.0,4.04
2081,O=C(CSc1ncnc2sc3c(c12)CCC3)Nc1ccc(F)cc1,7.3,4.69
2082,O=C(CSc1nnc(-c2ccccc2)n1-c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,10.5,4.64
2083,O=C(CSc1nnc(-c2ccccc2F)n1CCc1ccccc1)N1CCOCC1,7.3,3.79
2084,O=C(CSc1nnc(-c2cccs2)o1)NCCn1c(O)csc1=O,5.0,2.31
2085,O=C(CSc1nnc2c3ccccc3n(Cc3ccccc3)c2n1)OCN1C(=O)c2ccccc2C1=O,6.5,4.51
2086,O=C(Cc1coc2cc3c(cc12)CCC3)OC1CCCCC1=O,5.0,4.43
2087,O=C(Cn1c(=O)n(-c2ccccc2)c(=O)n1CC(=O)N1CCCCC1)N1CCCCC1,5.0,2.78
2088,O=C(Cn1cc(C(=O)C(F)(F)F)c2cc(Br)ccc21)N1CCCCCC1,5.0,4.62
2089,O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)N1CCN(C(=O)c2ccco2)CC1,5.0,2.27
2090,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,7.4,0.91
2091,O=C(Cn1cnnn1)N(Cc1ccco1)Cc1cccs1,5.0,4.33
2092,O=C(Cn1nnc2c(O)n(-c3ccc(Cl)cc3Cl)c(O)c21)Nc1ccccc1,6.5,4.3
2093,O=C(N=c1cc[nH]c(Cl)c1)Nc1ccccc1,6.4,3.2
2094,O=C(N=c1cn[nH]s1)Nc1ccccc1,7.0,1.77
2095,O=C(NC(Cc1ccc(Cl)cc1)C(=O)N=Cc1ccccc1)c1ccccc1,5.0,4.41
2096,O=C(NC(Sc1ncccn1)C(=O)c1ccccc1)c1ccccc1,5.0,3.62
2097,O=C(NC1CC1)c1ccc(COc2c(F)c(F)cc(F)c2F)o1,5.0,3.54
2098,O=C(NC1CCCC1)C1c2ccccc2Oc2ccccc21,5.0,3.95
2099,O=C(NCC1CCCO1)c1cc2nc(C3CC3)cc(C(F)(F)F)n2n1,5.0,3.33
2100,O=C(NCCCCCCNCCc1ccc(O)c2[nH]c(=O)sc12)Nc1ccccc1,7.4,1.26
2101,O=C(NCCCNCCCNc1n[n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,7.4,0.88
2102,O=C(NCCNCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,7.4,1.36
2103,O=C(NCCOCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,7.4,1.84
2104,O=C(NCCc1ccccc1)c1ccc(Cl)cc1,5.0,3.71
2105,O=C(NC[C@@H]1CCCO1)c1sc2ccccc2c1Cl,5.0,3.56
2106,O=C(NCc1ccc(F)cc1)c1nn2c(c1Br)NC(c1cccs1)C[C@H]2C(F)(F)F,5.0,5.54
2107,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,7.2,1.64
2108,O=C(Nc1ccc(C(F)(F)F)cc1)C1CCc2ccccc2O1,5.0,4.5
2109,O=C(Nc1ccc(N2CCN(C(=O)c3ccco3)CC2)c(Cl)c1)c1c(F)c(F)c(F)c(F)c1F,6.5,5.85
2110,O=C(Nc1ccc(OC(F)F)cc1)c1ccc(COc2ccc(I)cc2)o1,5.0,5.99
2111,O=C(Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccs3)cc2)cc1)c1cccs1,5.0,4.46
2112,O=C(Nc1ccc2c(c1)OCO2)C1COc2ccccc2O1,5.0,3.28
